rentree_scolaire;academie;code_du_departement;departement;uai;nom;code_insee_de_la_commune;nom_de_la_commune;secteur;type_de_lycee;ips
2016-2017;VERSAILLES;78;YVELINES;0782556E;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE L ELECTROTECHNIQUE ET DES AUTOMATISMES;78551;SAINT GERMAIN EN LAYE;public;LPO;110.2
2016-2017;VERSAILLES;78;YVELINES;0782568T;LYCEE GENERAL ET TECHNOLOGIQUE ALAIN;78650;LE VESINET;public;LEGT;145.4
2016-2017;VERSAILLES;78;YVELINES;0782924E;LYCEE GENERAL ET TECHNOLOGIQUE EVARISTE GALOIS;78586;SARTROUVILLE;public;LEGT;119.6
2016-2017;VERSAILLES;78;YVELINES;0783214V;LYCEE PROFESSIONNEL LUCIEN RENE DUCHESNE LYCEE DES METIERS DE L AUTOMOBLIE;78126;LA CELLE SAINT CLOUD;public;LP;90.9
2016-2017;VERSAILLES;78;YVELINES;0783283V;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE L ERMITAGE;78358;MAISONS LAFFITTE;privé sous contrat;LEGT;147.1
2016-2017;VERSAILLES;78;YVELINES;0783288A;LYCEE POLYVALENT PRIVE NOTRE DAME;78551;SAINT GERMAIN EN LAYE;privé sous contrat;LPO;143.7
2016-2017;VERSAILLES;78;YVELINES;0783297K;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LE BON SAUVEUR;78650;LE VESINET;privé sous contrat;LEGT;146.6
2016-2017;VERSAILLES;78;YVELINES;0783548H;LYCEE D ENSEIGNEMENT GENERAL FRANCO ALLEMAND;78117;BUC;public;LEGT;157.8
2016-2017;POITIERS;79;DEUX-SEVRES;0790007D;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE MAURICE GENEVOIX LYCEE DES METIERS DES SERVICES A LA PERSONNE ET DE LA GESTION;79049;BRESSUIRE;public;LEGT;106.9
2016-2017;POITIERS;79;DEUX-SEVRES;0790036K;LYCEE GENERAL ET TECHNOLOGIQUE CITE SCOLAIRE JEAN MOULIN;79329;THOUARS;public;LEGT;105.6
2016-2017;POITIERS;79;DEUX-SEVRES;0790058J;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT CHARLES;79329;THOUARS;privé sous contrat;LEGT;104.5
2016-2017;POITIERS;79;DEUX-SEVRES;0790928E;LYCEE PROFESSIONNEL GASTON BARRE LYCEE DES METIERS DE L AUTOMOBILE ET DE LA LOGISTIQUE;79191;NIORT;public;LP;83.2
2016-2017;AMIENS;80;SOMME;0800007Y;LYCEE POLYVALENT LAMARCK LYCEE DES METIERS;80016;ALBERT;public;LPO;95.3
2016-2017;AMIENS;80;SOMME;0800009A;LYCEE GENERAL LOUIS THUILLIER;80021;AMIENS;public;LEGT;123.7
2016-2017;AMIENS;80;SOMME;0800010B;LYCEE GENERAL MADELEINE MICHELIS;80021;AMIENS;public;LEGT;119.1
2016-2017;AMIENS;80;SOMME;0800061G;LYCEE PROFESSIONNEL DU VIMEU LYCEE DES METIERS DE L INDUSTRIE ET DU TERTIAIRE;80368;FRIVILLE ESCARBOTIN;public;LP;72.5
2016-2017;AMIENS;80;SOMME;0800063J;LYCEE PROFESSIONNEL BOUCHER DE PERTHES LYCEE DES METIERS;80001;ABBEVILLE;public;LP;74.8
2016-2017;AMIENS;80;SOMME;0800065L;LYCEE PROFESSIONNEL DE L AUTHIE LYCEE DES METIERS;80253;DOULLENS;public;LP;72.4
2016-2017;AMIENS;80;SOMME;0801206B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT PIERRE;80001;ABBEVILLE;privé sous contrat;LEGT;120.4
2016-2017;AMIENS;80;SOMME;0801336T;LYCEE PROFESSIONNEL EDOUARD BRANLY LYCEE DES METIERS DU DESIGN ET DES TECHNOLOGIES;80021;AMIENS;public;LP;83.6
2016-2017;AMIENS;80;SOMME;0801704T;LYCEE PROFESSIONNEL ALFRED MANESSIER;80318;FLIXECOURT;public;LP;68.5
2016-2017;AMIENS;80;SOMME;0801742J;LYCEE D ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE PRIVE LA PROVIDENCE LYCEE DES METIERS DES ENERGIES NOUVELLES ET DU NUMERIQUE;80021;AMIENS;privé sous contrat;LEGT;131.4
2016-2017;AMIENS;80;SOMME;0801874C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT RIQUIER;80021;AMIENS;privé sous contrat;LEGT;123.8
2016-2017;AMIENS;80;SOMME;0801882L;LYCEE POLYVALENT LA HOTOIE;80021;AMIENS;public;LPO;88.7
2016-2017;AMIENS;80;SOMME;0801947G;LYCEE PROFESSIONNEL PRIVE SACRE COEUR;80021;AMIENS;privé sous contrat;LP;97.6
2016-2017;AMIENS;80;SOMME;0801948H;LYCEE PROFESSIONNEL PRIVE SAINT MARTIN LYCEE DES METIERS DE L HOTELLERIE ET DE LA RESTAURATION;80021;AMIENS;privé sous contrat;LP;93.1
2016-2017;TOULOUSE;81;TARN;0810003N;LYCEE PROFESSIONNEL TOULOUSE LAUTREC LYCEE DES METIERS DES SERVICES A LA PERSONNE ET A L ENTREPRISE;81004;ALBI;public;LP;85.1
2016-2017;TOULOUSE;81;TARN;0810006S;LYCEE GENERAL LAPEROUSE;81004;ALBI;public;LEGT;126.6
2016-2017;TOULOUSE;81;TARN;0810023K;LYCEE POLYVALENT VICTOR HUGO;81099;GAILLAC;public;LEGT;111.1
2016-2017;TOULOUSE;81;TARN;0810030T;LYCEE GENERAL LAS CASES;81140;LAVAUR;public;LEGT;125.1
2016-2017;TOULOUSE;81;TARN;0810075S;LYCEE GENERAL PRIVE SAINT JOSEPH DE L APPARITION;81099;GAILLAC;privé sous contrat;LEGT;115.2
2016-2017;TOULOUSE;81;TARN;0810100U;LYCEE PROFESSIONNEL PRIVE SAINT DOMINIQUE;81004;ALBI;privé sous contrat;LP;91.5
2016-2017;TOULOUSE;81;TARN;0811324Z;LYCEE PROFESSIONNEL MARIE ANTOINETTE RIESS;81163;MAZAMET;public;LP;84.9
2016-2017;TOULOUSE;82;TARN-ET-GARONNE;0820004J;LYCEE POLYVALENT JEAN DE PRADES;82033;CASTELSARRASIN;public;LPO;94
2016-2017;TOULOUSE;82;TARN-ET-GARONNE;0820032P;LYCEE PROFESSIONNEL BOURDELLE;82121;MONTAUBAN;public;LP;83.9
2016-2017;NICE;83;VAR;0830007G;LYCEE POLYVALENT RAYNOUARD;83023;BRIGNOLES;public;LPO;107.4
2016-2017;NICE;83;VAR;0830015R;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;83050;DRAGUIGNAN;public;LEGT;111.7
2016-2017;NICE;83;VAR;0830025B;LYCEE GENERAL ET TECHNOLOGIQUE JEAN AICARD;83069;HYERES;public;LEGT;108.6
2016-2017;NICE;83;VAR;0830050D;LYCEE GENERAL ET TECHNOLOGIQUE BEAUSSIER;83126;LA SEYNE SUR MER;public;LEGT;109.2
2016-2017;NICE;83;VAR;0830114Y;LYCEE PROFESSIONNEL PRIVE SAINTE MARTHE;83049;CUERS;privé sous contrat;LP;101.3
2016-2017;NICE;83;VAR;0830128N;LYCEE PROFESSIONNEL PRIVE LA COLETTE;83137;TOULON;privé sous contrat;LP;94.6
2016-2017;NICE;83;VAR;0831207L;LYCEE TECHNOLOGIQUE PRIVE MARIE FRANCE;83137;TOULON;privé sous contrat;LEGT;118.5
2016-2017;NICE;83;VAR;0831243A;LYCEE GENERAL ET TECHNOLOGIQUE BONAPARTE;83137;TOULON;public;LEGT;102
2016-2017;NICE;83;VAR;0831407D;LYCEE GENERAL ET TECHNOLOGIQUE DU COUDON;83062;LA GARDE;public;LEGT;114.3
2016-2017;NICE;83;VAR;0831444U;LYCEE POLYVALENT PRIVE SAINTE JEANNE D ARC;83023;BRIGNOLES;privé sous contrat;LPO;121.4
2016-2017;NICE;83;VAR;0831453D;LYCEE POLYVALENT REGIONAL ANNE SOPHIE PIC LYCEE DES METIERS DE L HOTELLERIE ET DU TOURISME;83137;TOULON;public;LPO;101.5
2016-2017;NICE;83;VAR;0831563Y;LYCEE POLYVALENT COSTEBELLE;83069;HYERES;public;LPO;116.3
2016-2017;NICE;83;VAR;0831646N;LYCEE POLYVALENT DU VAL D ARGENS;83086;LE MUY;public;LPO;108.5
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840016L;LYCEE GENERAL ET TECHNOLOGIQUE VICTOR HUGO;84031;CARPENTRAS;public;LEGT;103.1
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840072X;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT JOSEPH;84007;AVIGNON;privé sous contrat;LEGT;129.2
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840075A;LYCEE GENERAL PRIVE SAINT LOUIS;84087;ORANGE;privé sous contrat;LEGT;120.3
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840918S;LYCEE POLYVALENT VAL DE DURANCE;84089;PERTUIS;public;LPO;121.2
2016-2017;AIX-MARSEILLE;84;VAUCLUSE;0840935K;LYCEE GENERAL ET TECHNOLOGIQUE RENE CHAR;84007;AVIGNON;public;LEGT;107
2016-2017;NANTES;85;VENDEE;0850028U;LYCEE PROFESSIONNEL EDOUARD BRANLY;85191;LA ROCHE SUR YON;public;LPO;83.8
2016-2017;NANTES;85;VENDEE;0851344Z;LYCEE POLYVALENT PRIVE NOTRE DAME LYCEE DES METIERS DU BOIS ET DE L HABITAT;85092;FONTENAY LE COMTE;privé sous contrat;LPO;105.2
2016-2017;NANTES;85;VENDEE;0851401L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN DE LATTRE DE TASSIGNY;85191;LA ROCHE SUR YON;public;LEGT;114.8
2016-2017;POITIERS;86;VIENNE;0860006P;LYCEE PROFESSIONNEL EDOUARD BRANLY;86066;CHATELLERAULT;public;LP;86.6
2016-2017;POITIERS;86;VIENNE;0860028N;LYCEE GENERAL ET TECHNOLOGIQUE JEAN MOULIN;86165;MONTMORILLON;public;LEGT;109.5
2016-2017;POITIERS;86;VIENNE;0860029P;LYCEE PROFESSIONNEL RAOUL MORTIER LYCEE DES METIERS DE L ENERGIE ET DES SERVICES AUX ENTREPRISES;86165;MONTMORILLON;public;LP;86.2
2016-2017;POITIERS;86;VIENNE;0860037Y;LYCEE POLYVALENT NELSON MANDELA;86194;POITIERS;public;LPO;106.9
2016-2017;LIMOGES;87;HAUTE-VIENNE;0870004G;LP PUBLIC MARTIN NADAUD LYC MET DU BATIMENT DE L ENERGETIQUE DE LA CLIMATIQUE ET DU DEVELOPPEMENT DURABLE;87011;BELLAC;public;LP;77.2
2016-2017;LIMOGES;87;HAUTE-VIENNE;0870045B;LYCEE GENERAL BERNARD PALISSY;87161;SAINT LEONARD DE NOBLAT;public;LEGT;113
2016-2017;LIMOGES;87;HAUTE-VIENNE;0870050G;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE DARNET;87187;SAINT YRIEIX LA PERCHE;public;LEGT;105.9
2016-2017;NANCY-METZ;88;VOSGES;0880001Y;LYCEE PROFESSIONNEL LE CHESNOIS LYCEE DES METIERS DES SERVICES: ECO HABITAT ET LOISIRS;88029;BAINS LES BAINS;public;LP;88.7
2016-2017;NANCY-METZ;88;VOSGES;0880004B;LYCEE GENERAL ET TECHNOLOGIQUE JEAN LURCAT;88078;BRUYERES;public;LEGT;98.9
2016-2017;NANCY-METZ;88;VOSGES;0880021V;LYCEE POLYVALENT PIERRE MENDES FRANCE LYCEE DES METIERS DE LA CONCEPTION DE L AUTOMATIQUE ET DE L ENERGIE;88160;EPINAL;public;LPO;103.7
2016-2017;NANCY-METZ;88;VOSGES;0880023X;LYCEE PROFESSIONNEL ISABELLE VIVIANI;88160;EPINAL;public;LP;75.9
2016-2017;NANCY-METZ;88;VOSGES;0880036L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE VUILLAUME;88304;MIRECOURT;public;LEGT;106.3
2016-2017;NANCY-METZ;88;VOSGES;0880064S;LYCEE PROFESSIONNEL EMILE GALLE;88465;CAPAVENIR VOSGES;public;LP;83.9
2016-2017;NANCY-METZ;88;VOSGES;0880133S;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;88078;BRUYERES;privé sous contrat;LP;81.3
2016-2017;NANCY-METZ;88;VOSGES;0881498A;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC;88383;REMIREMONT;privé sous contrat;LP;84.8
2016-2017;NANCY-METZ;88;VOSGES;0881530K;LYCEE PROFESSIONNEL PRIVE NOTRE DAME SAINT JOSEPH;88160;EPINAL;privé sous contrat;LP;87.3
2016-2017;DIJON;89;YONNE;0890005X;LYCEE POLYVALENT JEAN JOSEPH FOURIER;89024;AUXERRE;public;LPO;97
2016-2017;DIJON;89;YONNE;0890053Z;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE;89387;SENS;public;LP;82.6
2016-2017;DIJON;89;YONNE;0890819G;LYCEE PROFESSIONNEL VAUBAN LYCEE DES METIERS;89024;AUXERRE;public;LPO;88
2016-2017;DIJON;89;YONNE;0891200W;LYCEE GENERAL ET TECHNOLOGIQUE CATHERINE ET RAYMOND JANOT;89387;SENS;public;LEGT;103.8
2016-2017;BESANCON;90;TERRITOIRE DE BELFORT;0900002N;LYCEE GENERAL ET TECHNOLOGIQUE CONDORCET;90010;BELFORT;public;LEGT;113.5
2016-2017;BESANCON;90;TERRITOIRE DE BELFORT;0900019G;LYCEE PROFESSIONNEL JULES FERRY;90033;DELLE;public;LP;76.9
2016-2017;BESANCON;90;TERRITOIRE DE BELFORT;0900236T;LYCEE PROFESSIONNEL RAOUL FOLLEREAU;90010;BELFORT;public;LP;80.3
2016-2017;VERSAILLES;91;ESSONNE;0910625K;LYCEE ROSA PARKS;91421;MONTGERON;public;LEGT;113.4
2016-2017;VERSAILLES;91;ESSONNE;0910626L;LYCEE GENERAL ET TECHNOLOGIQUE BLAISE PASCAL;91471;ORSAY;public;LEGT;151.2
2016-2017;VERSAILLES;91;ESSONNE;0910815S;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEANNE D ARC;91223;ETAMPES;privé sous contrat;LEGT;137.7
2016-2017;VERSAILLES;91;ESSONNE;0910824B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE DU SACRE COEUR;91665;LA VILLE DU BOIS;privé sous contrat;LEGT;138.6
2016-2017;VERSAILLES;91;ESSONNE;0911492C;LYCEE POLYVALENT L ESSOURIAU;91692;LES ULIS;public;LPO;112.8
2016-2017;VERSAILLES;91;ESSONNE;0911828T;LYCEE POLYVALENT GEORGES BRASSENS LYCEE DES METIERS DU NUMERIQUE ET DES ARTS APPLIQUEE;91182;COURCOURONNES;public;LPO;96.9
2016-2017;VERSAILLES;91;ESSONNE;0911927A;LYCEE GENERAL ET TECHNOLOGIQUE MAURICE ELIOT;91215;EPINAY SOUS SENART;public;LEGT;107
2016-2017;VERSAILLES;91;ESSONNE;0911937L;LYCEE POLYVALENT FRANCOIS TRUFFAUT;91086;BONDOUFLE;public;LEGT;108.7
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920135X;LYCEE GENERAL ET TECHNOLOGIQUE EMMANUEL MOUNIER;92019;CHATENAY MALABRY;public;LEGT;117.7
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920136Y;LYCEE POLYVALENT NEWTON ENREA;92024;CLICHY;public;LPO;93.1
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920143F;LYCEE GENERAL LA FOLIE SAINT JAMES;92051;NEUILLY SUR SEINE;public;LEGT;131
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920145H;LYCEE GENERAL ET TECHNOLOGIQUE LAKANAL;92071;SCEAUX;public;LEGT;142.8
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920798T;LYCEE GENERAL ET TECHNOLOGIQUE RABELAIS;92048;MEUDON;public;LEGT;133.1
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920802X;LYCEE GENERAL ET TECHNOLOGIQUE JEAN PIERRE VERNANT;92072;SEVRES;public;LEGT;139.3
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920894X;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT GABRIEL;92007;BAGNEUX;privé sous contrat;LEGT;106.2
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920918Y;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE JEANNE D ARC;92049;MONTROUGE;privé sous contrat;LEGT;123.3
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0920985W;LYCEE PROFESSIONNEL PRIVE GEORGES GUERIN LYCEE DES METIERS DU COMMERCE DE LA VENTE ET DE LA RELATION CLIENT;92051;NEUILLY SUR SEINE;privé sous contrat;LP;103.7
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0921500F;LYCEE PROFESSIONNEL VOILIN LYCEE DES METIERS DE L ACCUEIL DE LA VENTE ET DES SERVICES AUX ENTREPRISES;92062;PUTEAUX;public;LP;84.3
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0921626T;LYCEE PROFESSIONNEL CLAUDE CHAPPE;92050;NANTERRE;public;LP;88
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0922276Z;LYCEE POLYVALENT SANTOS DUMONT LYCEE DES METIERS DE L HOTELLERIE ET DE LA GESTION DES ENTREPRISES;92064;SAINT CLOUD;public;LPO;95.9
2016-2017;VERSAILLES;92;HAUTS-DE-SEINE;0922615T;LYCEE D ENSEIGNEMENT GENERAL LUCIE AUBRAC;92026;COURBEVOIE;public;LEGT;124.9
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930118Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN RENOIR;93010;BONDY;public;LEGT;91.5
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930119Z;LYCEE POLYVALENT EUGENE DELACROIX;93029;DRANCY;public;LPO;83.1
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930124E;LYCEE GENERAL ET TECHNOLOGIQUE MARCELIN BERTHELOT;93055;PANTIN;public;LEGT;81.5
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930138V;LYCEE PROFESSIONNEL FREDERIC BARTHOLDI;93066;SAINT DENIS;public;LP;73
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930830X;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT SCHWEITZER;93062;LE RAINCY;public;LEGT;109.7
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930846P;LYCEE PROFESSIONNEL VOILLAUME;93005;AULNAY SOUS BOIS;public;LP;77.7
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930962R;LYCEE GENERAL PRIVE CHARLES PEGUY;93008;BOBIGNY;privé sous contrat;LEGT;103.5
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0930974D;LYCEE GENERAL PRIVE BLANCHE DE CASTILLE;93077;VILLEMOMBLE;privé sous contrat;LEGT;134.4
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0931026K;LYCEE POLYVALENT PRIVE PROTECTORAT SAINT JOSEPH;93005;AULNAY SOUS BOIS;privé sous contrat;LPO;107.4
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0931584S;LYCEE POLYVALENT JEAN ROSTAND;93078;VILLEPINTE;public;LPO;89.5
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0932117W;LYCEE POLYVALENT LUCIE AUBRAC;93055;PANTIN;public;LPO;79.9
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0932120Z;LYCEE POLYVALENT HENRI SELLIER;93046;LIVRY GARGAN;public;LPO;84.7
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0932122B;LYCEE POLYVALENT D ALEMBERT;93001;AUBERVILLIERS;public;LP;72.7
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0932222K;LYCEE POLYVALENT RENE CASSIN;93062;LE RAINCY;public;LPO;92.4
2016-2017;CRETEIL;93;SEINE-SAINT-DENIS;0932653D;SAINT JOSEPH LA SALLE;93055;PANTIN;privé sous contrat;LEGT;100.9
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940115P;LYCEE GENERAL ET TECHNOLOGIQUE ROMAIN ROLLAND;94041;IVRY SUR SEINE;public;LEGT;94.9
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940117S;LYCEE GENERAL EDOUARD BRANLY;94052;NOGENT SUR MARNE;public;LEGT;130.9
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940118T;LPO LOUIS ARMAND LYC MET TELECOMMUNICATIONS RESEAUX INFORMATIQUES ELECTRICITE ET SES APPLICATIONS CONCEPTION MECANIQUE ASSISTEE PAR ORDINATEUR;94052;NOGENT SUR MARNE;public;LPO;105.8
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940122X;LYCEE POLYVALENT CONDORCET;94068;SAINT MAUR DES FOSSES;public;LPO;128.1
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940124Z;LYCEE GENERAL ET TECHNOLOGIQUE HECTOR BERLIOZ;94080;VINCENNES;public;LEGT;136.7
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940126B;LYCEE POLYVALENT MAXIMILIEN PERRET;94002;ALFORTVILLE;public;LPO;91.9
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940134K;LYCEE PROFESSIONNEL VAL DE BIEVRE;94037;GENTILLY;public;LP;74.5
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940138P;LYCEE PROFESSIONNEL ARMAND GUILLAUMIN;94054;ORLY;public;LP;80.7
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940140S;LYCEE PROFESSIONNEL GOURDOU LESEURRE LYCEE DES METIERS DE LA MAINTENANCE DES SYSTEMES INDUSTRIELS;94068;SAINT MAUR DES FOSSES;public;LP;86.5
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940743X;LYCEE POLYVALENT GEORGES BRASSENS;94077;VILLENEUVE LE ROI;public;LPO;94.7
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940821G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE GREGOR MENDEL;94080;VINCENNES;privé sous contrat;LEGT;124.7
2016-2017;CRETEIL;94;VAL-DE-MARNE;0940891H;LYCEE GENERAL PRIVE PETIT VAL;94071;SUCY EN BRIE;privé sous contrat;LEGT;141.2
2016-2017;CRETEIL;94;VAL-DE-MARNE;0941294W;LYCEE POLYVALENT ADOLPHE CHERIOUX;94081;VITRY SUR SEINE;public;LPO;90.5
2016-2017;CRETEIL;94;VAL-DE-MARNE;0941470M;LYCEE GENERAL ET TECHNOLOGIQUE SAMUEL DE CHAMPLAIN;94019;CHENNEVIERES SUR MARNE;public;LEGT;114.4
2016-2017;CRETEIL;94;VAL-DE-MARNE;0941711Z;LYCEE GENERAL PRIVE OZAR HATORAH FILLES;94028;CRETEIL;privé sous contrat;LEGT;117.1
2016-2017;CRETEIL;94;VAL-DE-MARNE;0941877E;LYCEE GENERAL PRIVE NOTRE DAME DES MISSIONS;94018;CHARENTON LE PONT;privé sous contrat;LEGT;141.8
2016-2017;CRETEIL;94;VAL-DE-MARNE;0941918Z;LYCEE POLYVALENT CHRISTOPHE COLOMB;94071;SUCY EN BRIE;public;LPO;121.3
2016-2017;CRETEIL;94;VAL-DE-MARNE;0941952L;LYCEE POLYVALENT FRANCOIS ARAGO;94078;VILLENEUVE SAINT GEORGES;public;LPO;85.4
2016-2017;CRETEIL;94;VAL-DE-MARNE;0942269F;LYCEE PAULINE ROLAND;94021;CHEVILLY LARUE;public;LPO;98.1
2016-2017;CRETEIL;94;VAL-DE-MARNE;0942354Y;LGT ENSEMBLE SAINTE MARIE;94028;CRETEIL;privé sous contrat;LEGT;130.6
2016-2017;VERSAILLES;95;VAL-D'OISE;0950667J;LYCEE POLYVALENT ROMAIN ROLLAND LYCEE DES METIERS DE L INDUSTRIE DU COMMERCE ET DES SERVICES AUX ENTREPRISES;95280;GOUSSAINVILLE;public;LPO;81.5
2016-2017;VERSAILLES;95;VAL-D'OISE;0950709E;LYCEE PROFESSIONNEL VIRGINIA HENDERSON LYCEE DES METIERS DES SERVICES A LA PERSONNE ET A L ENTREPRISE;95019;ARNOUVILLE;public;LP;78.3
2016-2017;VERSAILLES;95;VAL-D'OISE;0950753C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DE LA PROVIDENCE;95210;ENGHIEN LES BAINS;privé sous contrat;LEGT;133.2
2016-2017;VERSAILLES;95;VAL-D'OISE;0950812S;LYCEE PROFESSIONNEL PRIVE JEANNE D ARC LYCEE DES METIERS DU COMMERCE ET DES SERVICES AUX ENTREPRISES;95252;FRANCONVILLE;privé sous contrat;LP;106
2016-2017;VERSAILLES;95;VAL-D'OISE;0950947N;LYCEE POLYVALENT DE LA TOURELLE;95585;SARCELLES;public;LPO;82.4
2016-2017;VERSAILLES;95;VAL-D'OISE;0950949R;LYCEE PROFESSIONNEL JEAN MERMOZ LYCEE DES METIERS DE L ELECTROTECHNIQUE DES SERVICES COMMERCIAUX ET ADMINISTRATIFS;95430;MONTSOULT;public;LP;80.1
2016-2017;VERSAILLES;95;VAL-D'OISE;0951090U;LYCEE PROFESSIONNEL PIERRE MENDES FRANCE LYCEE DES METIERS DE L ECO CONSTRUCTION ET DU BATIMENT;95680;VILLIERS LE BEL;public;LP;72.9
2016-2017;VERSAILLES;95;VAL-D'OISE;0951282C;LYCEE PROFESSIONNEL DU VEXIN LYCEE DES METIERS DE LA SECURITE ET DE LA PREVETION;95142;CHARS;public;LP;91.5
2016-2017;VERSAILLES;95;VAL-D'OISE;0951723G;LYCEE GENERAL ET TECHNOLOGIQUE MONTESQUIEU;95306;HERBLAY;public;LEGT;125.4
2016-2017;VERSAILLES;95;VAL-D'OISE;0951756T;LYCEE POLYVALENT JULES VERNE;95127;CERGY;public;LPO;116.6
2016-2017;VERSAILLES;95;VAL-D'OISE;0951788C;LYCEE POLYVALENT GEORGE SAND;95199;DOMONT;public;LPO;115.7
2016-2017;VERSAILLES;95;VAL-D'OISE;0952126V;LYCEE GENERAL PRIVE APPRENDRE AUTREMENT;95427;MONTMAGNY;privé sous contrat;LEGT;87.3
2016-2017;CORSE;;CORSE-DU-SUD;6200001G;LYCEE GENERAL ET TECHNOLOGIQUE FESCH AJACCIO;;AJACCIO;public;LEGT;113.2
2016-2017;CORSE;;HAUTE-CORSE;7200073S;LYCEE GENERAL PRIVE PENSIONNAT JEANNE D ARC BASTIA;;BASTIA;privé sous contrat;LEGT;123.4
2016-2017;CORSE;;HAUTE-CORSE;7200093N;LYCEE PROFESSIONNEL JEAN NICOLI BASTIA;;BASTIA;public;LP;86.5
2016-2017;GUADELOUPE;971;GUADELOUPE;9710054G;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE MAITRISE DE MASSABIELLE;97120;POINTE A PITRE;privé sous contrat;LEGT;120.4
2016-2017;GUADELOUPE;971;GUADELOUPE;9710067W;LYCEE PROFESSIONNEL PRIVE BLANCHET;97109;GOURBEYRE;privé sous contrat;LP;70.2
2016-2017;GUADELOUPE;971;GUADELOUPE;9710090W;LYCEE PROFESSIONNEL BERTENE JUMINER LYCEE DES METIERS DE L HABITAT ET DES SERVICES ASSOCIES;97115;LAMENTIN;public;LP;72.5
2016-2017;GUADELOUPE;971;GUADELOUPE;9710709U;LYCEE PROFESSIONNEL GERTY ARCHIMEDE;97116;MORNE A L EAU;public;LP;76.9
2016-2017;GUADELOUPE;971;GUADELOUPE;9710774P;LYCEE GENERAL ET TECHNOLOGIQUE FAUSTIN FLERET;97116;MORNE A L EAU;public;LEGT;94.3
